company,model,year,condition,mileage(km),fuel,volume(cm3),color,transmission,drive_unit,vehicle_size_class,priceUSD
bmw,7-seriya,2000,with mileage,367000.0,petrol,3500.0,black,auto,rear drive,F,4900
audi,80,1989,with mileage,264000.0,petrol,1800.0,white,mechanics,front-wheel drive,D,1950
opel,vectra,2004,with mileage,263400.0,petrol,2200.0,black,mechanics,front-wheel drive,D,4300
mercedes-benz,s-klass,1993,with mileage,300000.0,petrol,3200.0,black,auto,rear drive,S,5500
renault,megane,2011,with mileage,276540.0,diesel,1500.0,gray,mechanics,front-wheel drive,C,7300
mercedes-benz,s-klass,2008,with mileage,220000.0,diesel,3000.0,black,auto,all-wheel drive,S,14850
opel,zafira,1999,with mileage,320000.0,petrol,1600.0,silver,mechanics,front-wheel drive,M,3500
opel,signum,2005,with mileage,297457.0,petrol,2200.0,burgundy,mechanics,front-wheel drive,D,3650
renault,duster,2013,with mileage,121000.0,petrol,2000.0,black,auto,front-wheel drive,J,8450
mazda,3,2008,with mileage,110000.0,petrol,1600.0,red,mechanics,front-wheel drive,C,6300
nissan,qashqai,2018,with mileage,7600.0,petrol,2000.0,white,auto,part-time four-wheel drive,J,21153
bmw,7-seriya,2007,with mileage,330000.0,diesel,3000.0,black,auto,rear drive,F,10500
mercedes-benz,gl-klass,2007,with mileage,300000.0,diesel,4200.0,black,auto,all-wheel drive,J,14000
ford,escort,1999,with mileage,300000.0,diesel,1800.0,blue,mechanics,front-wheel drive,C,1200
citroen,c5,2005,with mileage,247000.0,petrol,2000.0,burgundy,auto,front-wheel drive,D,4800
volkswagen,jetta,2012,with mileage,100000.0,petrol,2000.0,other,mechanics,front-wheel drive,C,10000
volvo,s60,2013,with mileage,160000.0,petrol,1600.0,white,auto,front-wheel drive,D,12000
peugeot,406,1996,with mileage,346000.0,petrol,1800.0,black,mechanics,front-wheel drive,D,2500
mercedes-benz,s-klass,2015,with mileage,94940.0,petrol,4663.0,black,auto,all-wheel drive,S,58900
toyota,land-cruiser-prado,2001,with mileage,316000.0,diesel,3000.0,green,auto,part-time four-wheel drive,J,10000
volkswagen,golf,2010,with mileage,197000.0,petrol,1400.0,silver,mechanics,front-wheel drive,C,6500
audi,80,1994,with mileage,10000.0,petrol,2000.0,blue,mechanics,front-wheel drive,D,3000
audi,a5,2010,with mileage,171000.0,petrol,2000.0,white,auto,all-wheel drive,D,13900
suzuki,sx4,2011,with mileage,111000.0,petrol,1600.0,black,auto,front-wheel drive,J,11000
audi,100,1987,with mileage,100000.0,petrol,2000.0,burgundy,mechanics,front-wheel drive,E,1200
peugeot,3008,2009,with mileage,115000.0,petrol,1600.0,black,mechanics,front-wheel drive,C,9200
toyota,rav4,2007,with mileage,227000.0,diesel,2200.0,black,mechanics,all-wheel drive,J,9950
skoda,roomster,2008,with mileage,220000.0,petrol,1200.0,white,mechanics,front-wheel drive,,5250
kia,sorento,2015,with mileage,204000.0,diesel,2200.0,black,auto,part-time four-wheel drive,J,24350
mitsubishi,lancer,2007,with mileage,190000.0,petrol,2000.0,gray,mechanics,front-wheel drive,C,6700
audi,100,1993,with mileage,509000.0,diesel,2400.0,black,mechanics,front-wheel drive,E,3000
mitsubishi,outlander,2008,with mileage,190000.0,petrol,2400.0,silver,auto,part-time four-wheel drive,J,9500
audi,a6,2013,with mileage,104000.0,petrol,2000.0,black,auto,front-wheel drive,E,13700
lada-vaz,2121-niva,2007,with mileage,172000.0,petrol,1700.0,blue,mechanics,all-wheel drive,J,3100
fiat,tipo,1994,with mileage,200000.0,petrol,1600.0,gray,mechanics,front-wheel drive,,700
hyundai,lantra,1996,for parts,380000.0,petrol,1800.0,red,mechanics,front-wheel drive,C,600
mazda,cx-9,2007,with mileage,185526.0,petrol,3500.0,silver,auto,front-wheel drive,J,8081
mercedes-benz,e-klass,1988,with mileage,300000.0,petrol,2300.0,black,mechanics,rear drive,E,1300
volkswagen,caddy,2009,with mileage,130000.0,petrol,1400.0,blue,mechanics,front-wheel drive,M,6417
opel,zafira,2006,with mileage,210000.0,petrol,1800.0,blue,mechanics,front-wheel drive,M,6350
peugeot,405,1991,with mileage,10000.0,petrol,1600.0,blue,mechanics,front-wheel drive,D,1000
mazda,mpv,2002,with mileage,280500.0,diesel,2000.0,black,mechanics,front-wheel drive,M,4850
mercedes-benz,m-klass,2013,with mileage,106000.0,diesel,3000.0,white,auto,all-wheel drive,J,30300
chrysler,neon,1995,with mileage,170000.0,petrol,2000.0,other,mechanics,front-wheel drive,D,1700
opel,omega,1994,with mileage,11111.0,petrol,2000.0,burgundy,mechanics,rear drive,E,1250
seat,toledo,1993,with mileage,400000.0,diesel,1900.0,blue,mechanics,front-wheel drive,C,1600
volvo,xc90,2011,with mileage,190000.0,petrol,3200.0,black,auto,part-time four-wheel drive,J,16900
toyota,camry,2007,with mileage,355063.0,petrol,2400.0,silver,mechanics,front-wheel drive,D,6940
volkswagen,touran,2015,with mileage,165000.0,diesel,1600.0,blue,mechanics,front-wheel drive,M,13050
hyundai,santa-fe,2002,with mileage,370000.0,petrol,2400.0,black,mechanics,all-wheel drive,J,4850
isuzu,midi,1992,with damage,200000.0,diesel,2700.0,red,mechanics,part-time four-wheel drive,,300
lada-vaz,largus,2014,with mileage,134000.0,petrol,1600.0,gray,mechanics,front-wheel drive,B,6500
bmw,x1,2012,with mileage,126000.0,diesel,2000.0,other,auto,all-wheel drive,J,12700
bmw,5-seriya,2008,with mileage,274.0,petrol,3000.0,black,auto,rear drive,E,11900
toyota,prius,2016,with mileage,57000.0,petrol,1800.0,other,auto,front-wheel drive,B,18900
citroen,xsara,1999,with mileage,326000.0,diesel,1900.0,green,mechanics,front-wheel drive,C,1750
peugeot,406,1998,with mileage,271000.0,diesel,2100.0,silver,mechanics,front-wheel drive,D,3180
honda,accord,2007,with mileage,326000.0,diesel,2200.0,gray,mechanics,front-wheel drive,D,8000
toyota,camry,2011,with mileage,232000.0,petrol,3500.0,black,auto,front-wheel drive,D,11870
audi,a4,1995,with damage,380000.0,petrol,1600.0,red,mechanics,front-wheel drive,D,2700
hyundai,getz,2004,with mileage,340000.0,petrol,1300.0,silver,mechanics,front-wheel drive,B,3250
mercedes-benz,e-klass,2009,with mileage,125000.0,petrol,1800.0,silver,auto,rear drive,E,11700
infiniti,qx56,2004,with mileage,212000.0,petrol,5600.0,silver,auto,part-time four-wheel drive,,12050
renault,dokker,2018,with mileage,40622.0,diesel,1500.0,black,mechanics,front-wheel drive,,14902
honda,accord,1996,with mileage,520806.0,petrol,1900.0,silver,mechanics,front-wheel drive,D,1266
mercedes-benz,viano,2010,with mileage,258000.0,diesel,2200.0,black,auto,rear drive,M,19600
volkswagen,jetta,1991,with mileage,360000.0,petrol,1800.0,black,mechanics,front-wheel drive,C,1650
mitsubishi,galant,1997,with mileage,300000.0,petrol,2000.0,blue,mechanics,front-wheel drive,D,2200
peugeot,307,2002,with mileage,390000.0,diesel,1400.0,black,mechanics,front-wheel drive,C,3600
volkswagen,passat,2001,with mileage,282000.0,petrol,1800.0,silver,auto,front-wheel drive,D,4700
mitsubishi,colt,1996,with mileage,3000.0,petrol,1300.0,green,mechanics,front-wheel drive,B,1200
kia,sportage,2015,with mileage,79000.0,petrol,2000.0,orange,mechanics,all-wheel drive,J,14500
audi,a8,2007,with mileage,250000.0,petrol,4200.0,black,auto,all-wheel drive,F,10600
nissan,rogue,2014,with mileage,135000.0,petrol,2500.0,gray,auto,all-wheel drive,,17000
lexus,ct,2013,with mileage,111.0,petrol,1800.0,white,auto,front-wheel drive,C,15250
hyundai,accent,2014,with mileage,158000.0,petrol,1600.0,black,mechanics,front-wheel drive,B,8900
volkswagen,polo-sedan,2015,with mileage,71000.0,petrol,1600.0,silver,mechanics,front-wheel drive,B,8100
volkswagen,passat,2004,with mileage,389000.0,diesel,1900.0,silver,auto,front-wheel drive,D,5300
bmw,5-seriya,2010,with mileage,187000.0,petrol,4400.0,black,auto,part-time four-wheel drive,E,15300
opel,astra,2011,with mileage,210000.0,petrol,1600.0,black,auto,front-wheel drive,C,7700
ford,escape,2012,with mileage,103000.0,petrol,2000.0,blue,auto,all-wheel drive,J,12950
nissan,almera,1998,with mileage,190000.0,petrol,1500.0,blue,mechanics,front-wheel drive,C,800
honda,cr-v,2005,with mileage,9999999.0,petrol,2400.0,burgundy,auto,part-time four-wheel drive,J,7300
renault,megane,2005,with mileage,380000.0,diesel,1461.0,red,mechanics,front-wheel drive,C,4100
toyota,rav4,2012,with mileage,82076.34,petrol,2500.0,brown,auto,part-time four-wheel drive,J,15900
porsche,cayenne,2009,with mileage,281000.0,diesel,3000.0,black,auto,all-wheel drive,J,13750
volkswagen,passat,2003,with mileage,300000.0,diesel,1900.0,white,mechanics,front-wheel drive,D,4700
toyota,avensis,2016,with mileage,90200.0,diesel,2000.0,other,mechanics,front-wheel drive,D,17800
peugeot,207,2009,with mileage,180000.0,petrol,1400.0,black,mechanics,front-wheel drive,B,5550
volkswagen,passat,1989,with mileage,1000.0,petrol,1800.0,white,mechanics,front-wheel drive,D,700
nissan,primera,2001,with mileage,212930.0,diesel,2000.0,silver,mechanics,front-wheel drive,D,1750
mazda,millenia,2001,with mileage,0.0,petrol,2500.0,other,auto,front-wheel drive,,3200
skoda,octavia,2011,with mileage,127505.0,petrol,1600.0,silver,mechanics,front-wheel drive,C,7550
kia,picanto,2005,with mileage,162700.0,petrol,1100.0,black,mechanics,front-wheel drive,,3423
fiat,tempra,1995,with mileage,180500.0,petrol,1600.0,silver,mechanics,front-wheel drive,D,1090
renault,scenic,2004,with mileage,190000.0,petrol,1600.0,green,mechanics,front-wheel drive,M,4450
bmw,5-seriya,2013,with damage,170000.0,diesel,2000.0,black,mechanics,rear drive,E,18000
renault,clio,2009,with mileage,156000.0,diesel,1500.0,silver,mechanics,front-wheel drive,B,5900
subaru,xv,2014,with mileage,73000.0,petrol,2000.0,gray,mechanics,all-wheel drive,,12740
renault,megane,2000,with mileage,237000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,1890
mercedes-benz,s-klass,1991,with mileage,64000.0,petrol,5600.0,blue,auto,rear drive,S,47400
peugeot,607,2001,with mileage,320000.0,diesel,2200.0,green,mechanics,front-wheel drive,E,7000
chrysler,pacifica,2005,with mileage,0.0,petrol,3500.0,silver,auto,front-wheel drive,,7000
citroen,c4,2008,with mileage,190000.0,diesel,1600.0,black,mechanics,front-wheel drive,C,5300
peugeot,406,1996,with mileage,270000.0,petrol,1800.0,gray,mechanics,front-wheel drive,D,2000
volkswagen,golf,1992,with mileage,123456.0,diesel,1900.0,white,mechanics,front-wheel drive,C,1500
audi,a6,2007,with mileage,308000.0,petrol,2000.0,black,auto,front-wheel drive,E,9500
audi,a6,1998,with mileage,292000.0,petrol,2400.0,blue,mechanics,front-wheel drive,E,5900
volkswagen,transporter,1987,with mileage,1000.0,diesel,1900.0,yellow,mechanics,rear drive,M,900
mitsubishi,galant,1997,with mileage,300000.0,petrol,2000.0,blue,auto,front-wheel drive,D,1550
volvo,xc60,2011,with mileage,64000.0,diesel,2400.0,brown,auto,all-wheel drive,J,19999
toyota,yaris,2008,with mileage,100000.0,petrol,1300.0,black,auto,front-wheel drive,B,6000
opel,astra,2008,with mileage,184300.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,6199
renault,laguna,1995,with mileage,340000.0,petrol,1800.0,gray,mechanics,front-wheel drive,D,1000
nissan,maxima,1997,with mileage,450000.0,petrol,2000.0,green,mechanics,front-wheel drive,,1800
opel,omega,2002,with mileage,415000.0,petrol,2200.0,black,mechanics,rear drive,E,2600
audi,a6,2001,with mileage,367703.0,diesel,1900.0,gray,mechanics,front-wheel drive,E,6750
mitsubishi,lancer,1993,with mileage,267580.0,petrol,1300.0,red,mechanics,front-wheel drive,C,500
citroen,xantia,2000,with mileage,390000.0,diesel,2000.0,blue,mechanics,front-wheel drive,D,1700
renault,laguna,1995,with mileage,152485.0,petrol,1800.0,green,mechanics,front-wheel drive,D,1550
mercedes-benz,m-klass,2007,with mileage,263000.0,petrol,3500.0,black,auto,all-wheel drive,J,10500
nissan,qashqai,2009,with mileage,243000.0,diesel,1500.0,white,mechanics,front-wheel drive,J,9500
peugeot,406,2000,with mileage,350.0,diesel,2000.0,silver,mechanics,front-wheel drive,D,3500
ford,galaxy,2008,with mileage,431000.0,diesel,2000.0,blue,mechanics,front-wheel drive,M,8500
audi,a6,2000,with mileage,300000.0,diesel,1900.0,silver,mechanics,front-wheel drive,E,6800
skoda,octavia,2014,with mileage,118000.0,petrol,1400.0,silver,mechanics,front-wheel drive,C,11650
opel,insignia,2011,with mileage,134000.0,diesel,2000.0,black,auto,front-wheel drive,D,10950
skoda,superb,2017,with mileage,56263.0,petrol,1800.0,black,auto,front-wheel drive,D,25500
ford,b-max,2013,with mileage,55000.0,petrol,1400.0,blue,mechanics,front-wheel drive,,8500
opel,astra,1997,with mileage,255000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,1800
porsche,cayenne,2013,with mileage,124000.0,diesel,3000.0,white,auto,all-wheel drive,J,31000
opel,astra,2011,with mileage,130000.0,diesel,1300.0,blue,mechanics,front-wheel drive,C,7500
hyundai,i30,2009,with mileage,114000.0,petrol,1400.0,black,mechanics,front-wheel drive,C,6666
mercedes-benz,glc,2016,with mileage,58000.0,diesel,2200.0,red,auto,all-wheel drive,J,35900
renault,scenic,2000,with mileage,260000.0,petrol,1600.0,blue,mechanics,front-wheel drive,M,3500
ford,focus,2003,with mileage,363710.84,petrol,2300.0,gray,auto,front-wheel drive,C,2700
mercedes-benz,e-klass,1988,with mileage,309500.0,petrol,2600.0,blue,mechanics,rear drive,E,2700
mazda,626,1991,with mileage,272933.0,petrol,2200.0,gray,mechanics,front-wheel drive,C,275
mercedes-benz,clk,2001,with mileage,286000.0,petrol,2300.0,silver,mechanics,rear drive,D,4200
ford,sierra,1988,with mileage,123456.0,petrol,2000.0,brown,mechanics,rear drive,,700
toyota,prius-c,2014,with mileage,97000.0,petrol,1500.0,white,auto,front-wheel drive,B,11350
audi,a5,2017,with mileage,56000.0,petrol,2000.0,white,auto,front-wheel drive,D,31099
volkswagen,golf,2003,with mileage,327000.0,petrol,1600.0,gray,mechanics,front-wheel drive,C,4700
mercedes-benz,viano,2004,with mileage,230000.0,diesel,2200.0,silver,auto,rear drive,M,11875
skoda,fabia,2015,with mileage,90000.0,diesel,1400.0,silver,mechanics,front-wheel drive,B,9900
hyundai,sonata,2000,with mileage,280000.0,petrol,2500.0,gray,auto,front-wheel drive,D,2500
volkswagen,golf,1993,with mileage,280000.0,petrol,1800.0,white,auto,front-wheel drive,C,3200
mazda,323,1993,with mileage,298.0,petrol,1600.0,green,mechanics,front-wheel drive,C,540
ford,focus,2001,with mileage,194300.0,petrol,2000.0,burgundy,auto,front-wheel drive,C,2298
audi,100,1992,with mileage,500000.0,petrol,2800.0,green,mechanics,front-wheel drive,E,2450
toyota,avensis,2007,with mileage,184000.0,petrol,2000.0,blue,mechanics,front-wheel drive,D,6900
renault,vel-satis,2003,with mileage,326000.0,diesel,2200.0,gray,mechanics,front-wheel drive,E,4300
ford,ka,1998,with mileage,389000.0,petrol,1300.0,blue,mechanics,front-wheel drive,A,1600
volkswagen,jetta,1991,with mileage,350000.0,diesel,1600.0,red,mechanics,front-wheel drive,C,1200
audi,100,1992,with mileage,465000.0,petrol,2000.0,gray,mechanics,front-wheel drive,E,1700
proton,persona,1997,with mileage,380000.0,diesel,2000.0,green,mechanics,front-wheel drive,,700
saab,9-5,1999,with mileage,1.0,petrol,2300.0,silver,auto,front-wheel drive,E,2700
volvo,300-series,1987,with mileage,0.0,petrol,1700.0,gray,mechanics,rear drive,,400
peugeot,3008,2012,with mileage,120200.0,petrol,1600.0,blue,auto,front-wheel drive,C,10000
fiat,500l,2013,with mileage,100000.0,petrol,1400.0,green,auto,front-wheel drive,M,9500
bmw,x5,2002,with mileage,268759.78,petrol,3000.0,silver,auto,all-wheel drive,J,8000
citroen,c5,2009,with mileage,163000.0,diesel,2200.0,black,mechanics,front-wheel drive,D,10000
mercedes-benz,citan,2014,with mileage,120000.0,diesel,1500.0,gray,mechanics,front-wheel drive,,13500
nissan,almera,1997,with mileage,38000.0,petrol,1600.0,black,mechanics,front-wheel drive,C,1100
lada-vaz,2121-niva,2013,with mileage,39900.0,petrol,1700.0,other,mechanics,all-wheel drive,J,3500
ford,fiesta,1993,with mileage,191787.0,petrol,1100.0,blue,mechanics,front-wheel drive,B,357
honda,accord,2013,with mileage,137000.0,petrol,2400.0,black,auto,front-wheel drive,D,18700
lada-vaz,2103,1977,with mileage,22000.0,petrol,1500.0,white,mechanics,rear drive,B,4500
citroen,xsara-picasso,2000,with mileage,330000.0,petrol,1800.0,green,mechanics,front-wheel drive,C,3800
citroen,xsara,1999,with mileage,230000.0,petrol,1600.0,red,mechanics,front-wheel drive,C,1600
citroen,c4-grand-picasso,2015,with mileage,190000.0,diesel,1600.0,gray,mechanics,front-wheel drive,C,12650
gaz,3110,2002,with mileage,224000.0,petrol,2400.0,other,mechanics,rear drive,E,1500
bmw,3-seriya,1998,with mileage,300000.0,petrol,2500.0,black,mechanics,rear drive,D,3300
volkswagen,golf,1998,with mileage,275000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,3700
ford,edge,2016,with mileage,66863.0,petrol,2000.0,other,auto,front-wheel drive,,23800
bmw,5-seriya,1991,with mileage,350000.0,diesel,2400.0,gray,auto,rear drive,E,1000
peugeot,406,2000,with mileage,400000.0,diesel,2000.0,blue,mechanics,front-wheel drive,D,3400
citroen,xantia,2001,with mileage,420000.0,diesel,2000.0,green,mechanics,front-wheel drive,D,2400
peugeot,307,2006,with mileage,216700.0,petrol,1600.0,burgundy,auto,front-wheel drive,C,4350
mercedes-benz,e-klass,2013,with mileage,129000.0,petrol,3000.0,black,auto,all-wheel drive,E,25900
mercedes-benz,cla,2014,with mileage,71000.0,petrol,2000.0,black,auto,all-wheel drive,C,21500
fiat,tipo,1991,with mileage,525350.0,petrol,1400.0,burgundy,mechanics,front-wheel drive,,618
skoda,octavia,2016,with mileage,82000.0,petrol,1800.0,red,auto,front-wheel drive,C,18200
volvo,s80,2007,with mileage,430000.0,diesel,2400.0,gray,auto,front-wheel drive,E,9500
nissan,juke,2017,with mileage,45000.0,petrol,1600.0,black,auto,front-wheel drive,J,16555
peugeot,307,2002,with mileage,251000.0,petrol,1600.0,green,auto,front-wheel drive,C,3950
bmw,5-seriya,2005,with mileage,224000.0,diesel,2000.0,silver,mechanics,rear drive,E,10000
audi,a6,2006,with mileage,334800.0,diesel,2700.0,black,auto,all-wheel drive,E,8999
renault,laguna,2001,with mileage,380000.0,diesel,1900.0,gray,mechanics,front-wheel drive,D,4200
chevrolet,lacetti,2006,with mileage,158000.0,petrol,1600.0,black,auto,front-wheel drive,C,4600
volkswagen,passat,2000,with mileage,355000.0,petrol,1800.0,silver,mechanics,front-wheel drive,D,3900
opel,astra,2004,with mileage,225000.0,diesel,1700.0,blue,mechanics,front-wheel drive,C,4600
nissan,qashqai,2015,with mileage,89000.0,diesel,1500.0,gray,mechanics,front-wheel drive,J,16500
opel,mokka,2014,with mileage,104000.0,petrol,1800.0,white,auto,part-time four-wheel drive,J,13500
ford,mondeo,1999,with mileage,340000.0,diesel,1800.0,silver,mechanics,front-wheel drive,D,1700
volkswagen,polo,2006,with mileage,204721.0,petrol,1200.0,black,mechanics,front-wheel drive,B,4999
volvo,xc90,2004,with mileage,188.29278,petrol,2900.0,black,auto,all-wheel drive,J,8500
volkswagen,sharan,1997,with mileage,266080.0,diesel,1900.0,yellow,mechanics,front-wheel drive,,4950
volkswagen,passat,2011,with mileage,170000.0,diesel,1600.0,white,mechanics,front-wheel drive,D,9120
volkswagen,touran,2010,with mileage,151000.0,petrol,1400.0,blue,auto,front-wheel drive,M,7999
opel,omega,2000,with mileage,280000.0,diesel,2500.0,silver,mechanics,rear drive,E,3500
mitsubishi,space-star,2001,with mileage,340000.0,diesel,1800.0,silver,mechanics,front-wheel drive,M,2300
